label,pattern,replace
shape,papilionaceous,papilionaceous
shape,pappiform,pappiform
shape,paripinnate,paripinnate
shape,patelliform,patelliform
shape,pedate,pedate
shape,pedicellate,pedicellate
shape,peltate,peltate
shape,pendulous,pendulous
shape,pentagonal,polygonal
shape,pentangular,polygonal
shape,pentangulate,polygonal
shape,perfoliate,perfoliate
shape,perforate,perforate
shape,petiolate,petiolate
shape,pinnate,pinnate
shape,pinnatifid,pinnatifid
shape,pinnatiite,pinnatiite
shape,pinnatipartite,pinnatipartite
shape,pinnatisect,pinnatisect
shape,plain,plain
shape,plane,plane
shape,plano-compressed,plano-compressed
shape,planocompressed,plano-compressed
shape,plumose,plumose
shape,plumpy,plumpy
shape,pluripinnate,pluripinnate
shape,polygonal,polygonal
shape,polygonal - angulate,polygonal
shape,polygonal-angulate,polygonal
shape,pseudoracemose,pseudoracemose
shape,pulvinate,pulvinate
shape,pyriform,pyriform
shape,quadagonal,polygonal
shape,quadagulate,polygonal
shape,quadanguar,polygonal
shape,quadilateral,polygonal
shape,rectangular,rhomboid
shape,recurved,recurved
shape,recurving,recurving
shape,refracted,refracted
shape,regular,radially symmetric
shape,reniform,reniform
shape,reniform-angulate,reniform-polygonal
shape,retrorse,retrorse
shape,retuse,retuse
shape,rhombic,rhomboic
shape,rhombic-oblong,rhombic-oblong
shape,rhombic-obovoid-lentiform,rhombic-obovoid-lentiform
shape,rhomboic,rhomboic
shape,rhomboid,rhomboid
shape,rhomboidal,rhomboidal
shape,rosette,rosette
shape,rosettes,rosette
shape,rotate,rotate
shape,rotund,orbicular
shape,round,orbicular
shape,rounded,orbicular
shape,roundish,orbicular
shape,s-curved,s-curved
shape,saccate,saccate
shape,sagittate,sagittate
shape,salverform,salverform
shape,saucer-like,saucerlike
shape,saucer-shaped,saucerlike
shape,saucerlike,saucerlike
shape,saucershaped,saucerlike
shape,sausage-shaped,sausage-shaped
shape,scapiform,scapiform
shape,semiamplexicaul,semiamplexicaul
shape,semicircular,semicircular
shape,semicordate,semicordate
shape,semisagittate,semisagittate
shape,semiterete,semiterete
shape,semitriangular,semitriangular
shape,septagonal,polygonal
shape,septagonate,polygonal
shape,septate,septate
shape,setiform,setiform
shape,setose-cilliate,setose-cilliate
shape,sextagonal,polygonal
shape,sextagonate,polygonal
shape,short-stipitate,short-stipitate
shape,slender,slender
shape,spathulate,spathulate
shape,spatulate,spatulate
shape,spear-shaped,spear-shaped
shape,spearshaped,spear-shaped
shape,spheric,spheric
shape,spicate,spicate
shape,spiculate,spiculate
shape,spikelike,spikelike
shape,squamiform,squamiform
shape,square,square
shape,stalked,stalked
shape,stellate,stellate
shape,stellate-lepidote,stellate-lepidote
shape,stellately,stellate
shape,stelliate,stelliate
shape,stelliform,stelliform
shape,stipitate glandular,stipitate glandular
shape,straight,straight
shape,styliform,styliform
shape,subacute,subacute
shape,subalternate,subalternate
shape,subcordate,subcordate
shape,subcylindric,cylindrical
shape,subcylindrical,cylindrical
shape,subdecurved,subdecurved
shape,subequilateral,subequilateral
shape,subglobose,subglobose
shape,subincurved,subincurved
shape,sublobulate,sublobulate
shape,submoriform,submoriform
shape,subobtuse,subobtuse
shape,suborbicular,orbicular
shape,suborbiculate,orbicular
shape,subovoid,subovoid
shape,subpeltate,subpeltate
shape,subreniform,reniform
shape,subrhombic,subrhombic
shape,subterete,subterete
shape,subulate,subulate
shape,sulcate,sulcate
shape,supervolute,supervolute
shape,sword-shaped,sword-shaped
shape,swordshaped,swordshaped
shape,symmetric,symmetric
shape,tapering,tapering
shape,terete,terete
shape,ternate,ternate
shape,tragacanthoid,tragacanthoid
shape,trapezoid,trapezoid
shape,triagonal,polygonal
shape,triangular,triangular
shape,triangulate,
shape,trifid,trifid
shape,trifoliate,trifoliate
shape,trifoliolate,trifoliolate
shape,trilobed,trilobed
shape,trinifoliate,trinifoliate
shape,tripinnate,tripinnate
shape,trullate,trullate
shape,truncate,truncate
shape,tub-shaped,tub-shaped
shape,tubular,tubular
shape,turbinate,turbinate
shape,turbinate-campanulate,turbinate-campanulate
shape,twisted,twisted
shape,umbellate,umbellate
shape,umbrella-shaped,umbrella-shaped
shape,unicostate,pinnate
shape,unifoliate,unifoliate
shape,unlobed,unlobed
shape,urceolate,urceolate
shape,urn-shaped,urn-shaped
shape,vaginate,vaginate
shape,valvate,valvate
shape,vase-shaped,vase-shaped
shape,verruciform,verruciform
shape,zygomorphic,bilaterally symmetric
shape,zygomorphous,bilaterally symmetric
shape_leader,abruptly,abruptly
shape_leader,annulate,annulate
shape_leader,arborescently,arborescently
shape_leader,asymmetrically,asymmetrically
shape_leader,auricular,auricular
shape_leader,bilaterally,bilaterally
shape_leader,bipinnately,bipinnate
shape_leader,broadly,broadly
shape_leader,bulbously,bulbously
shape_leader,cuneately,cuneately
shape_leader,deeply,deeply
shape_leader,depressed,depressed
shape_leader,firmly,firmly
shape_leader,forwardly,forwardly
shape_leader,gently,gently
shape_leader,horizontal,horizontal
shape_leader,inflated,inflated
shape_leader,irregularly,irregularly
shape_leader,long-,long-
shape_leader,loose,loose
shape_leader,microscopically,microscopically
shape_leader,mostly,mostly
shape_leader,narrowly,narrowly
shape_leader,nearly,nearly
shape_leader,obliquely,obliquely
shape_leader,obscurely,obscurely
shape_leader,palmately,palmate
shape_leader,paniculately,paniculately
shape_leader,partly,partly
shape_leader,pedately,pedate
shape_leader,pinnately,pinnate
shape_leader,pliantly,pliantly
shape_leader,plumply,plumply
shape_leader,radially,radially
shape_leader,reticular,reticular
shape_leader,semi,semi
shape_leader,shallowly,shallowly
shape_leader,sometimes,sometimes
shape_leader,squatly,squatly
shape_leader,striately,striately
shape_leader,sub,sub
shape_leader,subequally,subequally
shape_leader,symmetrically,symmetrically
shape_leader,vertically,vertically
