label,pattern,replace,suffix_term
flower_part,hypanthium,hypanthium,
flower_part,intemode,intemode,
flower_part,keel,keel,
flower_part,keels,keel,
flower_part,nectar disk,nectar disk,
flower_part,nectaries,nectary,
flower_part,nectary,nectary,
flower_part,pedicel,pedicel,
flower_part,pedicels,pedicel,
flower_part,peduncle,peduncle,
flower_part,peduncles,peduncle,
flower_part,perianth,perianth,
flower_part,petal,petal,
flower_part,petals,petal,
flower_part,receptacle,receptacle,
flower_part,sepal,sepal,
flower_part,sepals,sepal,
flower_part,tepal,tepal,
flower_part,tepals,tepal,
fruit_part,achaenocarp,achaenocarp,
fruit_part,achene,achene,
fruit_part,achenes,achene,
fruit_part,beak,beak,
fruit_part,beaks,beak,
fruit_part,berries,berry,
fruit_part,berry,berry,
fruit_part,capsule,capsule,
fruit_part,capsules,capsule,
fruit_part,caryopsis,caryopsis,
fruit_part,circumscissile,circumscissile,
fruit_part,cotyledon,cotyledon,
fruit_part,cotyledons,cotyledon,
fruit_part,dehiscent,dehiscent,
fruit_part,drupe,drupe,
fruit_part,drupes,drupes,
fruit_part,endocarp,endocarp,
fruit_part,exocarp,exocarp,
fruit_part,fr,fruit,
fruit_part,fr.,fruit,
fruit_part,fruit,fruit,
fruit_part,fruiting perianth,perianth,
fruit_part,fruits,fruit,
fruit_part,hilum,hilum,
fruit_part,indehiscent,indehiscent,
fruit_part,infructescence,infructescence,
fruit_part,infructescences,infructescence,
fruit_part,legume,legume,
fruit_part,legumes,legume,
fruit_part,mesocarp,mesocarp,
fruit_part,nut,nut,
fruit_part,nutlet,nutlet,
fruit_part,nutlets,nutlet,
fruit_part,nuts,nut,
fruit_part,pepo,pepo,
fruit_part,pepos,pepo,
fruit_part,pericarp,pericarp,
fruit_part,pleurogram,pleurogram,
fruit_part,pod,pod,
fruit_part,pods,pod,
fruit_part,pome,pome,
fruit_part,pomes,pome,
fruit_part,pyrena,pyrena,
fruit_part,replum,replum,
fruit_part,samara,samara,
fruit_part,samaras,fruit,
fruit_part,sarcotesta,sarcotesta,
fruit_part,sclerotesta,sclerotesta,
fruit_part,seed,seed,
fruit_part,seed-testa,testa,
fruit_part,seedpod,seedpod,
fruit_part,seedpods,seedpod,
fruit_part,seeds,seed,
fruit_part,suture,suture,
fruit_part,syncarp,syncarp,
fruit_part,testa,testa,
fruit_part,utricle ,utricle ,
inflorescence,anthela,anthela,
inflorescence,bostryx,bostryx,
inflorescence,calathid,calathid,
inflorescence,capitula,capitulum,
inflorescence,capitulum,capitulum,
inflorescence,catkin,catkin,
inflorescence,catkins,catkin,
inflorescence,cincinnus,cincinnus,
inflorescence,compound capitulum,compound capitulum,
inflorescence,compound raceme,compound raceme,
inflorescence,compound spike,compound spike,
inflorescence,compound spikes,compound spikes,
inflorescence,compound umbel,compound umbel,
inflorescence,corymb,corymb,
inflorescence,cyathium,cyathium,
inflorescence,cyme,cyme,
inflorescence,cymes,cyme,
inflorescence,cymose corymb,cymose corymb,
inflorescence,dichasium,dichasium,
inflorescence,double cyme ,double cyme ,
inflorescence,double umbel,double umbel,
inflorescence,drepanium,drepanium,
inflorescence,false spike,false spike,
inflorescence,fascicles,fascicles,
inflorescence,fl-spikes,flower-spikes,
inflorescence,glomerule,glomerule,
inflorescence,glomerules,glomerule,
inflorescence,head,head,
inflorescence,heads,head,
inflorescence,heterothetic,heterothetic,
inflorescence,homeothetic,homeothetic,
inflorescence,inflorescence,inflorescence,
inflorescence,inflorescence-axes,inflorescence-axes,
inflorescence,inflorescences,inflorescence,
inflorescence,inflorescenses,inflorescence,
inflorescence,monochasium,monochasium,
inflorescence,panicle,panicle,
inflorescence,panicles,panicle,
inflorescence,pseudoraceme,pseudoraceme,
inflorescence,pseudoracemes,pseudoraceme,
inflorescence,raceme,raceme,
inflorescence,racemes,raceme,
inflorescence,rhipidium,rhipidium,
inflorescence,solitary,solitary,
inflorescence,spadix,spadix,
inflorescence,spica,spica,
inflorescence,spike,spike,
inflorescence,spikes,spikes,
inflorescence,syconium,syconium,
inflorescence,thyrse,thyrse,
inflorescence,thyrsoid,thyrsoid,
inflorescence,triple umbel,triple umbel,
inflorescence,umbel,umbel,
inflorescence,umbels,umbel,
inflorescence,verticil,verticil,
inflorescence,verticillaster,verticillaster,
joined,adherent,,
joined,adnate,,
joined,connate,,
joined,sympetalous,,
joined,synandrous,,
joined,synantherous,,
joined,syncarpous,,
joined,synfilamentous,,
joined,synsepalous,,
leaf_duration,deciduous,deciduous,
leaf_duration,evergreen,evergreen,
leaf_duration,semi-deciduous,semi-deciduous,
leaf_duration,semi-evergreen,semi-evergreen,
leaf_folding,carinate,carinate,
leaf_folding,conduplicate,conduplicate,
leaf_folding,cucullate,cucullate,
leaf_folding,involute,involute,
leaf_folding,plicate,plicate,
leaf_folding,reduplicate,reduplicate,
leaf_folding,revolute,revolute,
leaf_part,bathyphyll,bathyphyll,
leaf_part,blade,leaf,
leaf_part,blades,leaf,
leaf_part,bracteole,bract,
leaf_part,bracteoles,bract,
leaf_part,bractlet,bract,
leaf_part,bractlets,bract,
leaf_part,bracts,bract,
leaf_part,costate,rib,
leaf_part,foliage,foliage,
leaf_part,lamina,lamina,
leaf_part,leaf,leaf,
leaf_part,leaf axis,leaf-axis,
leaf_part,leaf blade,leaf,
leaf_part,leaf blades,leaf,
leaf_part,leaf-axis,leaf-axis,
leaf_part,leaf-bracteate,leaf-bracteate,
leaf_part,leaf-stalk,leaf-stalk,
leaf_part,leaf-stalks,leaf-stalk,
leaf_part,leaflet,leaflet,
leaf_part,leaflet blade,leaflet,
leaf_part,leaflet blades,leaflet,
leaf_part,leaflet-pair,leaflet,
leaf_part,leaflet-pairs,leaflet,
leaf_part,leaflets,leaflet,
leaf_part,leafstalk,leaf-stalk,
leaf_part,leafstalks,leaf-stalk,
leaf_part,leaved,,
leaf_part,leaves,leaf,
leaf_part,lf,leaf,
leaf_part,lf-axes,leaf-axis,
leaf_part,lf-axis,leaf-axis,
leaf_part,lf-stk,leaf-stalk,
leaf_part,lf-stk,leaf-stalk,
leaf_part,lf-stks,leaf-stalk,
leaf_part,lf-stks,leaf-stalk,
leaf_part,lfstk,leaf-stalk,
leaf_part,lfstks,leaf-stalk,
leaf_part,lft,leaflet,
leaf_part,lfts,leaflet,
leaf_part,ligule,ligule,
leaf_part,lvd,leaved,
leaf_part,lvs,leaf,
leaf_part,perigonium,perianth,
leaf_part,petiole,petiole,
leaf_part,petiole blade,petiole,
leaf_part,petiole blades,petiole,
leaf_part,petioles,petiole,
leaf_part,petiolule,petiolule,
leaf_part,petiolules,petiolule,
leaf_part,phyllode,phyllode,
leaf_part,phyllodes,phyllode,
leaf_part,pinnule,pinnule,
leaf_part,pinnules,pinnule,
leaf_part,pulvini,pulvini,
leaf_part,pulvinule,pulvinule,
leaf_part,pulvinules,pulvinule,
leaf_part,pulvinus,pulvinus,
leaf_part,shade-leaf,leaf,
leaf_part,shade-leaves,leaf,
leaf_part,sheath,sheath,
leaf_part,sheaves,sheaves,
leaf_part,stipel,stipel,
leaf_part,stipels,stipels,
leaf_part,stipular spines,,
leaf_part,stipule,stipule,
leaf_part,stipules,stipule,
leaf_part,stipuloid,stipuloid,
location,abaxial,abaxial,
location,above,above,
location,adaxial,adaxial,
location,adventitious,adventitious,
location,anterior,anterior,
location,apical,apical,
location,axillary,axillary,
location,basal,basal,
location,basally,basal,
location,basifixed,basifixed,
location,basipetal,basipetal,
location,below,below,
location,beneath,beneath,
location,cauline,cauline,
location,distal,distal,
location,distally,distal,
location,dorsal,dorsal,
location,dorsally,dorsal,
location,dorsiventral,dorsiventral,
location,dorsiventrally,dorsiventral,
location,externally,externally,
location,facially,facially,
location,hysteranthous,hysteranthous,
location,hysteranthously,hysteranthously,
location,infrapetiolar,infrapetiolar,
location,infrastipular,infrastipular,
location,interfoliolar,interfoliolar,
location,interpinnal,interpinnal,
location,intramarginal,intramarginal,
location,lateral,lateral,
location,mesophyllidious,mesophyllidious,
location,petiolar,petiolar,
location,posterior,posterior,
location,proximal,proximal,
location,proximally,proximal,
location,radical,radical,
location,stemonozone,stemonozone,
location,style,style,
location,subcentric,subcentric,
location,subtended,subtended,
location,subtending,subtending,
location,synanthous,synanthous,
location,terminal,terminal,
location,terminally,terminal,
location,transverse,transverse,
location,ventral ,ventral ,
location,ventrally,ventral ,
male_flower_part,adelphous,adelphous,
male_flower_part,androecia,stamen,
male_flower_part,androecium,stamen,
male_flower_part,anther,anther,
male_flower_part,anthers,anther,
male_flower_part,connective,connective,
male_flower_part,diadelphous,diadelphous,
male_flower_part,didynamous,didynamous,
male_flower_part,epipetalous,epipetalous,
male_flower_part,exserted,exserted,
male_flower_part,filament,filament,
male_flower_part,filaments,filament,
male_flower_part,gynandrium,gynandrium,
male_flower_part,gynostegium,gynostegium,
male_flower_part,introrse,introrse,
male_flower_part,monadelphous,monadelphous,
male_flower_part,monodelphous,monodelphous,
male_flower_part,pollen,pollen,
male_flower_part,pollen sac,pollen sac,
male_flower_part,pollen sacs,pollen sac,
male_flower_part,poricidal,poricidal,
male_flower_part,stamen,stamen,
male_flower_part,stamens,stamen,
male_flower_part,staminode,stamen,
male_flower_part,staminodes,stamen,
male_flower_part,staminodia,staminodia,
male_flower_part,staminodial,staminodial,
male_flower_part,syngenesious,syngenesious,
male_flower_part,tetradynamous,tetradynamous,
male_flower_part,translator,translator,
male_flower_part,trinucleate,trinucleate,
male_flower_part,versatile,versatile,
male_reproduction,protandrous,protandrous,
margin,biseriate,uniseriate,
margin,ciliata,ciliate,
margin,corrugated,corrugated,
margin,crenata,crenate,
margin,crenate,crenate,
margin,crenulate,crenulate,
margin,dentata,dentate,
margin,dentate,dentate,
margin,denticulata,denticulate,
margin,denticulate,denticulate,
margin,doubly serrate,doubly serrate,
margin,duplicato dentata,doubly serrate,
margin,duplicato-dentata,doubly serrate,
margin,entire,entire,
margin,forma integra,entire,
margin,lobata,lobate,
margin,lobate,lobate,
margin,lobulate,lobulate,
margin,palmately lobed,palmately lobed,
margin,pinnately lobed,pinnately lobed,
margin,pluriseriate,pluriseriate,
margin,pungent,pungent,
margin,scalloped,scalloped,
margin,serrata,serrate,
margin,serrate,serrate,
margin,serrulata,serrulate,
margin,serrulate,serrulate,
margin,sinuate,sinuate,
margin,sinuosa,sinuate,
margin,spiculata,spiny,
margin,spiny,spiny,
margin,tooth,tooth,
margin,toothed,toothed,
margin,undulata,undulate,
margin,undulate,undulate,
margin,uniseriate,uniseriate,
margin_follower,constricted,constricted,
margin_follower,crisped,crisped,
margin_follower,margined,margined,
margin_leader,coarsely,coarsely,
margin_leader,remotely,remotely,
margin_leader,thickened,thickened,
odor,fragrant,fragrant,
part,acutangular,acutangular,
part,bark,bark,
part,beltian bodies,beltian body,
part,beltian body,beltian body,
part,brachyblast,brachyblast,
part,branch,branch,
part,branches,branch,
part,branchlet,branch,
part,branchlets,branch,
part,bud,bud,
part,buds,bud,
part,caudex,caudex,
part,caudices,caudex,
part,cladode,cladode,
part,cladophyll,cladophyll,
part,column,column,
part,columned,column,
part,corm,corm,
part,cortex,,
part,craspedium,craspedium,
part,endodermis,,
part,epidermis,,
part,fascicle,fascicle,
part,flowered,flower,
part,indumenta,indumentum,
part,indumentum,indumentum,
part,indumentums,indumentum,
part,interfoliolar segment,interfoliolar segment,
part,interfoliolar segments,interfoliolar segment,
part,interpetiolar segments,interpetiolar segment,
part,interpinnal segment,interpinnal segment,
part,interpinnal segments,interpinnal segment,
part,lenticel,lenticel,
part,lenticels,lenticel,
part,mid-stem,,
part,non-flowering branch,branch,
part,non-flowering branches,branch,
part,non-flowering stem,stem,
part,non-flowering stems,stem,
part,pachycaul,,
part,paraphyllidia,paraphyllidia,
part,pinna,pinna,
part,pinna-rachis,pinna-rachis,
part,pinna-rachises,pinna-rachis,
part,pinnae,pinnae,
part,pith,pith,
part,plant,plant,
part,plants,plant,
part,rachis,rachis,
part,root,root,
part,roots,root,
part,rootstock,rootstock,
part,rootstocks,rootstock,
part,runner,runner,
part,runners,runner,
part,set(ul)ae,set(ul)ae,
part,setae,setae,
part,setulae,setulae,
part,shrub,shrub,
part,shrubs,shrub,
part,spicule,spicule,
part,spicules,spicule,
part,spur,spur,
part,spurs,spur,
part,stalk,stalk,
part,stalks,stalk,
part,stem,stem,
part,stems,stem,
part,stipe,stipe,
part,stipes,stipe,
part,stk,stalk,
part,stks,stalk,
part,stock,rootstock,
part,stolon,stolon,
part,stolons,stolons,
part,subshrub,shrub,
part,subshrubs,shrub,
part,tree,tree,
part,trees,tree,
part,trunk,trunk,
part,trunks,trunk,
part,twig,twig,
part,twigs,twig,
part,underbark,underbark,
per_count,1 or more clusters,cluster,
per_count,cluster,cluster,
per_count,clusters,cluster,
per_count,jugate,pairs,
per_count,one or more clusters,cluster,
per_count,pair,pairs,
per_count,paired,pairs,
per_count,pairs,pairs,
per_count,per row,per row,
per_count,per side,per side,
per_count,row,row,
per_count,rows,rows,
plant_duration,annual,annual,
plant_duration,biennial,biennial,
plant_duration,monocarp,monocarp,
plant_duration,monocarpic,monocarpic,
plant_duration,perennial,perennial,
plant_duration,semelparous,semelparous,
plant_habit,acaulescent,acaulescent,
plant_habit,acid plant,acid plant,
plant_habit,actinomorphic,actinomorphic,
plant_habit,arborescent,arborescent,
plant_habit,ascending,ascending,
plant_habit,assurgent,assurgent,
plant_habit,branching,branching,
plant_habit,caducous,caducous,
plant_habit,caespitose,cespitose,
plant_habit,caulescent,caulescent,
plant_habit,cespitose,cespitose,
plant_habit,climbing,climbing,
plant_habit,creeping,creeping,
plant_habit,decumbent,decumbent,
plant_habit,deflexed,deflexed,
plant_habit,determinate growth,determinate growth,
plant_habit,dimorphic,dimorphic,
plant_habit,ecad,ecad,
plant_habit,ecotone,ecotone,
plant_habit,ectogenesis,ectogenesis,
plant_habit,ectoparasite,ectoparasite,
plant_habit,epigeal,epigeal,
plant_habit,epigean,epigean,
plant_habit,epigeic,epigeic,
plant_habit,epigeous,epigeous,
plant_habit,epilithic,epilithic,
plant_habit,epiphloedal,epiphloedal,
plant_habit,epiphloedic,epiphloedic,
plant_habit,epiphyllous,epiphyllous,
plant_habit,epiphyte,epiphytic,
plant_habit,epiphytic,epiphytic,
plant_habit,equinoctial,equinoctial,
plant_habit,erect,erect,
plant_habit,escape,escape,
plant_habit,eupotamous,eupotamous,
plant_habit,euryhaline,euryhaline,
plant_habit,eurythermous,eurythermous,
plant_habit,exclusive species,exclusive species,
plant_habit,exotic,exotic,
plant_habit,exsiccatus,exsiccatus,
plant_habit,free-standing,free-standing,
plant_habit,frutescent,frutescent,
plant_habit,fruticose,fruticose,
plant_habit,humifuse,humifuse,
plant_habit,indeterminate growth,indeterminate growth,
plant_habit,lax,lax,
plant_habit,liana,liana,
plant_habit,parasitic,parasitic,
plant_habit,precocious,precocious,
plant_habit,procumbent,procumbent,
plant_habit,prostrate,prostrate,
plant_habit,repent,repent,
plant_habit,semi-erect,semi-erect,
plant_habit,shrubby,shrub,
plant_habit,subacaulescent,acaulescent,
plant_habit,subcaulescent,acaulescent,
plant_habit,subshrubby,shrub,
plant_habit,suffrutescent,suffrutescent,
plant_habit,treelet,treelet,
plant_habit,treelets,treelet,
plant_habit,upright,upright,
plant_habit,vine,vine,
plant_habit,vines,vine,
plant_habit,virgate,virgate,
plant_morphology,heteropmorphic,heteropmorphic,
plant_morphology,homomorphic,homomorphic,
quest,?,?,
quest,(?),(?),
reproduction,androdioecious,androdioecious,
reproduction,androecious,androecious,
reproduction,androgynomonoecious,androgynomonoecious,
reproduction,androgynous,androgynous,
reproduction,andromonoecious,andromonoecious,
reproduction,dichogamous,dichogamous,
reproduction,dioecious,dioecious,
reproduction,gynodioecious,gynodioecious,
reproduction,gynodioecy,gynodioecy,
reproduction,gynoecious,gynoecious,
reproduction,gynomonoecious,gynomonoecious,
reproduction,hermaphrodite,hermaphrodite,
reproduction,hermaphroditic,hermaphrodite,
reproduction,monoecious,monoecious,
reproduction,polygamodioecious,polygamodioecious,
reproduction,polygamomonoecious,polygamomonoecious,
reproduction,polygamous,polygamous,
reproduction,protogynous,protogynous,
reproduction,subandroecious,subandroecious,
reproduction,subdioecious,subdioecious,
reproduction,subgynoecious,subgynoecious,
reproduction,trimonoecious,trimonoecious,
reproduction,trioecious,trioecious,
sex,(female),female,
sex,(male),male,
sex,(pistillate),pistillate,
sex,(staminate),staminate,
sex,[female],female,
sex,[male],male,
sex,[pistillate],pistillate,
sex,[staminate],staminate,
sex,bisexual,bisexual,
sex,diclinous,diclinous,
sex,imperfect,imperfect,
sex,male,male,
sex,monoclinous,monoclinous,
sex,perfect,perfect,
sex,pistillate,pistillate,
sex,staminate,staminate,
sex,synoecious,synoecious,
sex,unisexual,unisexual,
shape,acicular,polygonal,
shape,actinomorphic,radially symmetric,
shape,acuminate,acuminate,
shape,acute,acute,
shape,acutifolius,acutifolius,
shape,alate,alate,
shape,amentiform,amentiform,
shape,amplexicaul,amplexicaul,
shape,ampulliform,ampulliform,
shape,angular,angular,
shape,angular-orbiculate,polygonal,
shape,angulate,angulate,
shape,antrorsed,antrorsed,
shape,apiculate,apiculate,
shape,arched,arched,
shape,arcuate,arcuate,
shape,aristate,aristate,
shape,asymmetrical,asymmetrical,
shape,attenuate,attenuate,
shape,auricle,auricle,
shape,auriculate,auriculate,
shape,baculiform,baculiform,
shape,biconvex,biconvex,
shape,bifid,bifid,
shape,bifoliate,bifoliate,
shape,bifoliolate,bifoliolate,
shape,bifusiform,bifusiform,
shape,bigeminate,bigeminate,
shape,bilabiate,bilabiate,
shape,bilateral,bilaterally symmetric,
shape,bilobate,bilobate,
shape,bipinnate,bipinnate,
shape,bipinnatisect,bipinnatisect,
shape,biternate,biternate,
shape,bowl-shaped,saucerlike,
shape,bowlshaped,saucerlike,
shape,branched,branched,
shape,broad-based,broad-based,
shape,bullate,bullate,
shape,c-curved,c-curved,
shape,calcarate,calcarate,
shape,calceolate,calceolate,
shape,campanulate,campanulate,
shape,capitate,capitate,
shape,capitulate,capitulate,
shape,cat's claw,cat's-claw,
shape,cat's-claw,cat's-claw,
shape,cats-claw,cat's-claw,
shape,caudate,caudate,
shape,chaffy,chaffy,
shape,circular,orbicular,
shape,cirrate,cirrate,
shape,cirrus,cirrus,
shape,clavate,clavate,
shape,colliculate,colliculate,
shape,compressed-obovoid,compressed-obovoid,
shape,compressed-ovoid,compressed-ovoid,
shape,concave,concave,
shape,conelike,conelike,
shape,confluent,,
shape,connate-perfoliate,,
shape,contracted,contracted,
shape,convex,convex,
shape,cordate,cordate,
shape,cordiform,cordiform,
shape,coronate,coronate,
shape,craspedial,craspedial,
shape,crateriform,saucerlike,
shape,cross-venulate,cross-venulate,
shape,cruciform,cruciform,
shape,cultrate,cultrate,
shape,cuneate,cuneate,
shape,cup-shaped,cup-shaped,
shape,cupshaped,cup-shaped,
shape,cupular,cupular,
shape,cupulate,cup-shaped,
shape,curved,curved,
shape,cushion-shaped,cushion-shaped,
shape,cuspidate,cuspidate,
shape,cyanthiform,cyanthiform,
shape,cylindric,cylindric,
shape,cylindrical,cylindrical,
shape,cymbiform,saucerlike,
shape,decurved,decurved,
shape,deltate,deltoid,
shape,deltate-triangular,deltate-triangular,
shape,deltoid,deltoid,
shape,depressed-deltate,depressed-deltate,
shape,digitate,digitate,
shape,dilated,dilated,
shape,diplostemonous,diplostemonous,
shape,discoid,disk,
shape,ellipsoid,ellipsoid,
shape,ellipsoidal,ellipsoidal,
shape,elliptic,elliptic,
shape,elliptic-oblanceolate,elliptic-oblanceolate,
shape,elongate,elongate,
shape,elongate-ovate,elongate-ovate,
shape,emarginate,emarginate,
shape,ensate,ensate,
shape,ensiform,linear,
shape,even-pinnate,even-pinnate,
shape,falcate,falcate,
shape,fasciculate,fasciculate,
shape,fenestrate,fenestrate,
shape,filiform,filiform,
shape,flabelliorm,flabellate,
shape,flagelliform,flagelliform,
shape,foliate,foliate,
shape,foliolate,lobe,
shape,funiform,funiform,
shape,funnel-shaped,funnelform,
shape,funnelform,funnelform,
shape,funnelshaped,funnelform,
shape,fused,fused,
shape,fusiform,fusiform,
shape,galeate,galeate,
shape,geminate,geminate,
shape,gland-tipped,gland-tipped,
shape,glandular-capitate,glandular-capitate,
shape,globose,spheric,
shape,grooved,grooved,
shape,haplostemonous,haplostemonous,
shape,hastate,hastate,
shape,hemispheric,hemispheric,
shape,hippocrepiform,hippocrepiform,
shape,imparipinnate,imparipinnate,
shape,incised,incised,
shape,incurved,incurved,
shape,incurved-ascending,incurved-ascending,
shape,inequilateral,inequilateral,
shape,inert,inert,
shape,infundibular,infundibular,
shape,irregular,bilaterally symmetric,
shape,keeled,keeled,
shape,labiate,labiate,
shape,labriform,labriform,
shape,laciniate,laciniate,
shape,laminar,laminar,
shape,lance-attenuate,lance-attenuate,
shape,lance-elliptic,lance-elliptic,
shape,lance-linear,lance-linear,
shape,lanceolate,lanceolate,
shape,ligulate,ligulate,
shape,liguliform,liguliform,
shape,linear,linear,
shape,linear-attenuate,linear-attenuate,
shape,linear-oblong,linear-oblong,
shape,longitudinal,longitudinal,
shape,lorate,lorate,
shape,low-bullate,low-bullate,
shape,lyrate,lyrate,
shape,monosymmetric,monosymmetric,
shape,monosymmetrical,monosymmetrical,
shape,moriform,moriform,
shape,mounded,mounded,
shape,mucronate,mucronate,
shape,mucronulate,mucronulate,
shape,multicostate,palmate,
shape,multifid,multifid,
shape,multifoliolate,multifoliolate,
shape,navicular,cymbiform,
shape,no lobes,0,
shape,obconic,obconic,
shape,obcordate,obcordate,
shape,obese,obese,
shape,oblanceolate,oblanceolate,
shape,oblique,oblique,
shape,oblong,oblong,
shape,oblong-elliptic,oblong-elliptic,
shape,oblong-terete,oblong,
shape,obovate,obovate,
shape,obovoid,obovoid,
shape,obtriangular,obtriangular,
shape,obtusangulate,obtusangulate,
shape,obtuse,obtuse,
shape,obtuse-apiculate,obtuse-apiculate,
shape,octagonal,polygonal,
shape,octagonate,polygonal,
shape,odd-pinnate,odd-pinnate,
shape,orbicular,orbicular,
shape,orbicular-ovate,orbicular,
shape,orbiculate,orbicular,
shape,ovate,ovate,
shape,ovate-acuminate,ovate-acuminate,
shape,ovate-angulate,ovate-polygonal,
shape,ovoid,ovoid,
shape,ovoid-ellipsoid,ovoid-ellipsoid,
shape,paleaceous,paleaceous,
shape,palmatifid,palmatifid,
shape,palmatiite,palmatiite,
shape,palmatipartite,palmatipartite,
